DK_NAME[시설명],DK_BRIEF_NAME[시설약칭],EVENT_GUBUN[이벤트 분류],EVENT_NAME[이벤트 명],RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON
뮤즈라이브,뮤즈라이브,문화예술행사,팝페라테너 임형주의 첫번째 소극장 콘서트 'Only Voice & Autumn Night',2016-09-11,2016-09-11,1,237,193
핸드볼경기장,핸드볼경기장,체육행사,티브로드 어린이 바둑대회,2016-09-11,2016-09-11,1,600,
올림픽홀,올림픽홀,대중공연,2016년 이종석 생일파티(가제),2016-09-11,2016-09-11,1,3000,
우리금융아트홀,제3체육관,문화예술행사,"2016 한성백제 창작뮤지컬 ""기억의전달자""",2016-09-18,2016-10-24,37,15000,5534
올림픽홀,올림픽홀,대중공연,2016 안테나뮤직 레이블 콘서트,2016-09-20,2016-09-25,6,7000,7379
KSPO DOME(체조경기장),제1체육관,문화예술행사,Angels Giving Hope 2016 콘서트,2016-09-22,2016-09-23,2,6000,366
평화의광장,평화의광장,공공행사,제5회 송파구청장배 생활체육 한성백제마라톤 대회,2016-09-25,2016-09-25,1,2000,2000
뮤즈라이브,뮤즈라이브,문화예술행사,피아니스트 박중훈과의 화려한 데이트vol.2,2016-09-27,2016-09-28,,,118
88잔디마당,88잔디마당,문화예술행사,SLOW LIFE SLOW LIVE,2016-09-27,2016-10-02,6,20000,
뮤즈라이브,뮤즈라이브,문화예술행사,큐바니즘 1st 콘서트 'Hola',2016-09-29,2016-10-01,3,420,243
88호수수변무대,88호수,문화예술행사,재능기부 색소폰 연주회,2016-09-30,2016-09-30,1,0,30
88호수수변무대,88호수,문화예술행사,2016년 이승환 콘서트 차카게살자 열여섯번째,2016-09-30,2016-10-01,2,1168,
평화의광장,평화의광장,공공행사,2018평창동계올림픽대회 성공기원 염원행사,2016-10-01,2016-10-01,1,5000,2000
우리금융아트홀,제3체육관,문화예술행사,모래야 놀자,2016-10-01,2016-10-31,,,2200
올림픽홀,올림픽홀,대중공연,김우빈 팬미팅,2016-10-02,2016-10-03,2,0,1410
올림픽홀,올림픽홀,문화예술행사,2016 K-POP Syndrome in Seoul 태양의 후예 OST 콘서트 외,2016-10-02,2016-10-03,2,3000,
뮤즈라이브,뮤즈라이브,문화예술행사,'With You' [아이노스 밴드 가스펠 콘서트],2016-10-03,2016-10-03,1,200,145
88호수수변무대,88호수,문화예술행사,전통 연만들기 체험,2016-10-03,2016-10-03,1,100,100
평화의광장,평화의광장,공공행사,한성백제문화제,2016-10-03,2016-10-10,8,,
평화의광장,평화의광장,공공행사,2016 한성백제문화제,2016-10-03,2016-10-10,,,
우리금융아트홀,제3체육관,대중공연,송파 한성백제 대표창작뮤지컬 '백제의서(매의아들)',2016-10-03,2016-11-06,35,32000,
우리금융아트홀,제3체육관,대중공연,송파 한성백제 대표창작뮤지컬 &quot;매의 아들(구>백제의 서),2016-10-03,2016-11-06,35,32000,
핸드볼경기장,핸드볼경기장,문화예술행사,2016 K-POP Syndrome in Seoul 태양의 후예 OST 콘서트 외,2016-10-04,2016-10-06,3,4500,
올림픽홀,올림픽홀,대중공연,2016 이승환의 빠데이 (가제),2016-10-06,2016-10-08,3,2500,2617
핸드볼경기장,핸드볼경기장,체육행사,난치병 환아 돕기 이종격투기 자선 대회,2016-10-07,2016-10-09,3,4000,1500
핸드볼보조경기장,핸드볼보조경기장,체육행사,핸드볼협회 10월 팀 훈련,2016-10-07,2016-10-26,,125,125
뮤즈라이브,뮤즈라이브,문화예술행사,전국레크리에이션대회 학술세미나,2016-10-08,2016-10-08,1,150,
핸드볼경기장,핸드볼경기장,체육행사,제13회 KT&G복지재단 전국 어르신 탁구대회,2016-10-10,2016-10-11,2,2500,2000
평화의광장,평화의광장,공공행사,2016 서울평생학습축제,2016-10-11,2016-10-17,7,1000,4200
기타,기타,공공행사,2016 책 읽는 송파 북 페스티벌,2016-10-13,2016-10-17,5,1000,2300
올림픽홀,올림픽홀,대중공연,윤미래 콘서트,2016-10-14,2016-10-15,2,2000,
올림픽홀,올림픽홀,대중공연,2016 With GLOVIS Concert,2016-10-14,2016-10-15,2,3000,
올림픽홀,올림픽홀,대중공연,뮤지컬 갈라쇼 <오! 마이 뮤지컬!>,2016-10-14,2016-10-16,3,5500,
88잔디마당,88잔디마당,문화예술행사,LG와 함께하는 Young Maker Festival,2016-10-14,2016-10-16,3,1600,
88호수수변무대,88호수,문화예술행사,2016 이승환의 차카게살자 열여섯번째,2016-10-14,2016-10-16,3,1200,1129
핸드볼경기장,핸드볼경기장,공공행사,2016년 어르신 생활체육 경연대회,2016-10-17,2016-10-17,1,3000,
올림픽홀,올림픽홀,대중공연,코린 베일리 래 (Corinne Bailey Rae)내한공연,2016-10-17,2016-10-18,2,2500,1190
올림픽홀,올림픽홀,대중공연,2016 하카세타로 내한공연,2016-10-17,2016-10-18,2,2800,
88잔디마당,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2016,2016-10-17,2016-10-24,8,15000,8320
핸드볼경기장,핸드볼경기장,문화예술행사,그랜드 민트 페스티벌 2016,2016-10-17,2016-10-24,8,15000,11000
기타,기타,공공행사,한국 양궁 현대컵 그랑프리 2016(가칭),2016-10-19,2016-10-23,5,2000,2200
88호수수변무대,88호수,문화예술행사,그랜드 민트 페스티벌 2016,2016-10-19,2016-10-24,6,15000,2000
올림픽홀,올림픽홀,대중공연,2016 트와이스(TWICE) 첫 단독 콘서트,2016-10-19,2016-10-24,6,7000,
올림픽홀,올림픽홀,대중공연,2016 펜타곤 콘서트,2016-10-20,2016-10-23,4,2800,
피크닉광장,피크닉광장,공공행사,2016 심장병예방 한걸음 더 걷기대회,2016-10-21,2016-10-22,2,500,500
한얼광장,한얼광장,문화예술행사,그랜드 민트 페스티벌 2016,2016-10-21,2016-10-24,4,15000,
뮤즈라이브,뮤즈라이브,문화예술행사,더라이트 비전 문화제,2016-10-22,2016-10-22,1,200,
뮤즈라이브,뮤즈라이브,문화예술행사,더라이트 비전 가스펠 콘서트,2016-10-22,2016-10-22,1,200,120
몽촌해자수변무대B,몽촌해자B,문화예술행사,바이애슬론 체험 프로그램,2016-10-22,2016-10-23,2,0,
피크닉광장,피크닉광장,공공행사,2016 천주교 서울대교구 10지구 초등부 주일학교 걷기대회,2016-10-23,2016-10-23,1,300,300
우리금융아트홀,제3체육관,문화예술행사,박정자 뮤직 모놀로그,2016-10-25,2016-10-26,2,,341
핸드볼경기장,핸드볼경기장,공공행사,근로복지공단노동조합 총회,2016-10-26,2016-10-27,2,2500,
올림픽홀,올림픽홀,대중공연,모질 브라스 내한공연 Mnozil Brass in Seoul,2016-10-27,2016-10-27,1,0,1810
올림픽홀,올림픽홀,대중공연,슈퍼주니어 규현 첫번째 콘서트,2016-10-27,2016-10-30,4,5000,
몽촌해자수변무대A,몽촌해자A,문화예술행사,2016 '문화가 있는 날' 제 3회 전국생활문화제,2016-10-28,2016-10-30,3,1200,
한얼광장,한얼광장,공공행사,바이애슬론 체험 프로그램,2016-10-28,2016-10-30,3,0,300
우리금융아트홀,제3체육관,문화예술행사,안은미의 1분59초 프로젝트,2016-10-28,2016-10-30,3,,294
핸드볼보조경기장,핸드볼보조경기장,체육행사,2016 제4회 대한펜싱협회장배 전국남.녀 클럽.동호인펜싱선수권대회,2016-10-28,2016-10-31,4,1000,800
88호수수변무대,88호수,공공행사,보건복지부 금연캠페인 '핑거밴드 페스티벌',2016-10-29,2016-10-29,1,0,
뮤즈라이브,뮤즈라이브,문화예술행사,몰라스 포에버 공연,2016-10-29,2016-10-29,1,150,
올림픽홀,올림픽홀,문화예술행사,소상공인 기능경진대회 및 제2회 전국메이크업경진대회,2016-10-30,2016-10-31,2,1300,
우리금융아트홀,제3체육관,문화예술행사,가족뮤지컬-레이디버그,2016-10-31,2016-11-27,28,15000,12249
올림픽홀,올림픽홀,대중공연,평화재단<희망세상만들기> 강연,2016-11-01,2016-11-01,1,3000,2315
핸드볼경기장,핸드볼경기장,체육행사,(주)비씨카드 한마음 단합대회,2016-11-01,2016-11-02,2,800,
우리금융아트홀,제3체육관,문화예술행사,모래야 놀자,2016-11-01,2016-11-30,,,2500
핸드볼보조경기장,핸드볼보조경기장,체육행사,11월 핸드볼 팀 훈련,2016-11-01,2016-11-30,18,,280
88호수수변무대,88호수,문화예술행사,동아방송예술대학교 음향제작과 뮤직 페스티벌  APMF,2016-11-03,2016-11-04,2,350,350
올림픽홀,올림픽홀,대중공연,No Sleep Til...힙합공연,2016-11-06,2016-11-06,1,4427,1860
올림픽홀,올림픽홀,문화예술행사,2016년 AHF-KOREA,2016-11-07,2016-11-08,2,2800,
핸드볼경기장,핸드볼경기장,체육행사,ATP 챔피언스 투어 (테니스),2016-11-08,2016-11-14,7,5000,
핸드볼경기장,핸드볼경기장,체육행사,ATP 챔피언스 투어 2016,2016-11-08,2016-11-14,7,5000,2534
뮤즈라이브,뮤즈라이브,문화예술행사,2016 대일밴드 부치고 클래식 공연,2016-11-12,2016-11-12,1,200,190
올림픽홀,올림픽홀,대중공연,T-ARA Concert in Seoul 2016,2016-11-12,2016-11-13,2,3200,
올림픽홀,올림픽홀,대중공연,<뮤지컬 갈라쇼> 오! 마이뮤지컬!,2016-11-12,2016-11-13,2,5000,
올림픽홀,올림픽홀,대중공연,2016 휘성 단독콘서트 '휘쇼',2016-11-12,2016-11-13,2,2000,
올림픽홀,올림픽홀,대중공연,2016 이문세 The Best,2016-11-14,2016-11-20,7,7200,11598
우리금융아트홀,제3체육관,문화예술행사,하트하트재단과 함께하는 나눔콘서트,2016-11-17,2016-11-17,1,800,
뮤즈라이브,뮤즈라이브,문화예술행사,치과의사 밴드 연합 음악제,2016-11-19,2016-11-19,1,180,150
올림픽홀,올림픽홀,대중공연,2016 한국경제 가을콘서트,2016-11-21,2016-11-23,3,2200,
핸드볼경기장,핸드볼경기장,공공행사,굿모닝월드(기업) 시상식 행사,2016-11-22,2016-11-24,3,5000,3000
만남의광장,만남의광장,공공행사,2016 국민행복나눔! 김장축제,2016-11-23,2016-11-26,4,1000,1000
뮤즈라이브,뮤즈라이브,문화예술행사,제5회 Rat A Tat 정기연주회,2016-11-24,2016-11-24,1,100,
핸드볼경기장,핸드볼경기장,문화예술행사,Dean with Friends Presented by MILK,2016-11-25,2016-11-25,1,6000,
올림픽홀,올림픽홀,대중공연,2016 백지영 콘서트,2016-11-25,2016-11-26,2,2000,
한얼광장,한얼광장,공공행사,학교안전사고 및 폭력예방을 위한‘제5회 사제동행 건강걷기·표어 대회’,2016-11-26,2016-11-26,1,2500,2500
K-아트홀,K-아트홀,문화예술행사,2016 지역아동센터 특기적성지원사업 아티스트웨이 <아름다운 하모니 콘서트>,2016-11-26,2016-11-26,1,350,300
뮤즈라이브,뮤즈라이브,문화예술행사,몰라스 공연,2016-11-26,2016-11-26,1,150,
핸드볼경기장,핸드볼경기장,체육행사,KPDC 전국프로아마 댄스 선수권대회,2016-11-26,2016-11-27,,500,500
뮤즈라이브,뮤즈라이브,문화예술행사,팝페라테너 임형주의 소극장 콘서트 'Around Thirty(30)',2016-11-27,2016-11-27,1,237,
올림픽홀,올림픽홀,대중공연,2016 퐌타스틱 4 콘서트,2016-11-27,2016-11-28,2,3000,4100
우리금융아트홀,제3체육관,문화예술행사,최현우 매직콘서트,2016-11-28,2017-01-01,35,25574,
우리금융아트홀,제3체육관,문화예술행사,최현우 매직콘서트,2016-11-28,2017-01-01,,,20670
우리금융아트홀,제3체육관,문화예술행사,최현우 매직콘서트,2016-11-28,2017-01-01,,,
핸드볼경기장,핸드볼경기장,공공행사,2016 간호정책선포식,2016-11-29,2016-11-30,2,4000,
뮤즈라이브,뮤즈라이브,문화예술행사,피아니스트 박종훈과의 화려한 데이트 Vol.3,2016-11-29,2016-11-30,,,169
올림픽홀,올림픽홀,대중공연,샤이니 종현 솔로 콘서트,2016-11-29,2016-12-04,6,5000,
올림픽홀,올림픽홀,대중공연,어반자카파 연말콘서트,2016-11-30,2016-12-04,5,6300,5588
핸드볼경기장,핸드볼경기장,문화예술행사,아이유콘서트,2016-11-30,2016-12-05,5,3500,6959
올림픽홀,올림픽홀,대중공연,힙합콘서트,2016-12-01,2016-12-04,4,3152,
핸드볼경기장,핸드볼경기장,문화예술행사,2016 남진 전국투어 콘서트,2016-12-01,2016-12-04,4,3500,
핸드볼보조경기장,핸드볼보조경기장,체육행사,12월 핸드볼팀훈련,2016-12-01,2016-12-31,,,500
우리금융아트홀,제3체육관,문화예술행사,모래야놀자,2016-12-01,2016-12-31,31,,3000
올림픽홀,올림픽홀,대중공연,2016 더원 전국투어 콘서트 '더 발라드',2016-12-02,2016-12-03,2,3000,
올림픽홀,올림픽홀,문화예술행사,KKSF,2016-12-05,2016-12-06,2,2000,
우리금융아트홀 연습실,,문화예술행사,[인형발레 백조의 호수] 연습,2016-12-05,2017-01-03,30,0,
올림픽홀,올림픽홀,대중공연,임창정 연말 콘서트,2016-12-07,2016-12-11,4,2500,
올림픽홀,올림픽홀,대중공연,2016 SG워너비 연말콘서트,2016-12-07,2016-12-11,5,5200,4046
핸드볼경기장,핸드볼경기장,문화예술행사,2016 엠씨더맥스 겨울 콘서트,2016-12-08,2016-12-12,5,6500,6103
뮤즈라이브,뮤즈라이브,문화예술행사,2016 예술인파견지원사업 성과보고회,2016-12-12,2016-12-12,1,0,
올림픽홀,올림픽홀,대중공연,CBS 창사62주년 기념 콘서트  <THANK YOU>,2016-12-12,2016-12-13,2,2954,2935
올림픽홀,올림픽홀,대중공연,2016 버즈 연말 콘서트,2016-12-14,2016-12-18,5,7200,4644
핸드볼경기장,핸드볼경기장,문화예술행사,2016 비투비 세번째 단독콘서트 'Born To Beat TIme 2016',2016-12-14,2016-12-19,6,8000,
올림픽홀,올림픽홀,대중공연,2016 SG워너비 연말콘서트,2016-12-15,2016-12-18,4,5200,
올림픽홀,올림픽홀,대중공연,어반자카파 연말공연,2016-12-15,2016-12-18,4,4000,
뮤즈라이브,뮤즈라이브,문화예술행사,Go Back Home,2016-12-16,2016-12-16,1,200,80
K-아트홀,K-아트홀,대중공연,무소속프로젝트2016 결선공연,2016-12-16,2016-12-17,2,369,190
핸드볼경기장,핸드볼경기장,문화예술행사,2016 휘성 전국투어 콘서트 온에어- 서울,2016-12-16,2016-12-18,3,2000,5185
뮤즈라이브,뮤즈라이브,문화예술행사,심바.始發,2016-12-17,2016-12-17,1,237,189
올림픽홀,올림픽홀,대중공연,2016년 케이윌의 &apos;케대박 콘서트&apos;,2016-12-19,2016-12-25,7,11200,
올림픽홀,올림픽홀,대중공연,컬투 연말공연(가제),2016-12-19,2016-12-25,7,16860,
올림픽홀,올림픽홀,대중공연,2016년 케이윌 '케대박 콘서트',2016-12-19,2016-12-25,7,11200,
올림픽홀,올림픽홀,대중공연,2016년컬투 연말 공연(가제),2016-12-19,2016-12-25,7,3200,
올림픽홀,올림픽홀,대중공연,2016 김연우 크리스마스 콘서트,2016-12-20,2016-12-25,6,2800,8031
올림픽홀,올림픽홀,대중공연,2016 케이윌 전국투어 콘서트 &amp;lt;케대박 콘서트&amp;gt; 서울공연,2016-12-20,2016-12-26,7,7500,
핸드볼경기장,핸드볼경기장,문화예술행사,2016 박정현 콘서트,2016-12-20,2016-12-26,7,3000,8313
뮤즈라이브,뮤즈라이브,문화예술행사,상일미디어고Rat A Tat 제5회 정기공연,2016-12-21,2016-12-21,1,150,50
뮤즈라이브,뮤즈라이브,문화예술행사,상일미디어고Rat A Tat 제5회 정기공연,2016-12-22,2016-12-22,1,0,
올림픽홀,올림픽홀,대중공연,2016 10CM 시즌콘서트 : 겨울편,2016-12-22,2016-12-25,4,5000,
올림픽홀,올림픽홀,대중공연,2016 휘성콘서트,2016-12-22,2016-12-25,4,3000,
뮤즈라이브,뮤즈라이브,문화예술행사,‘국악으로 밥벌어먹기’팀 제2회 정기연주회 & 다큐멘터리 상영회,2016-12-23,2016-12-23,1,150,
K-아트홀,K-아트홀,대중공연,[옴므]의 크리스마스 콘서트,2016-12-23,2016-12-25,3,700,627
핸드볼경기장,핸드볼경기장,문화예술행사,12월 KAVA 문화공연_KAVA AWARDS 2016,2016-12-26,2016-12-27,2,0,
핸드볼경기장,핸드볼경기장,문화예술행사,'Kava Awards 2016',2016-12-26,2016-12-27,2,0,
올림픽홀,올림픽홀,대중공연,2016 김범수 연말 콘서트,2016-12-27,2016-12-31,5,2800,5372
올림픽홀,올림픽홀,대중공연,2016 바이브 연말콘서트,2016-12-28,2016-12-31,4,5200,
핸드볼경기장,핸드볼경기장,문화예술행사,2016 DJ DOC 콘서트,2016-12-28,2017-01-01,5,7300,5547
K-아트홀,K-아트홀,대중공연,2016 장혜진 Octet 연말 콘서트,2016-12-29,2016-12-31,3,389,318
뮤즈라이브,뮤즈라이브,문화예술행사,2016년 소울스타 연말 콘서트,2016-12-29,2016-12-31,3,450,340
우리금융아트홀,제3체육관,문화예술행사,모래야놀자,2017-01-01,2017-01-31,,,1566
핸드볼보조경기장,핸드볼보조경기장,체육행사,2017년 1월 핸드볼팀 훈련,2017-01-01,2017-01-31,,450,450
우리금융아트홀,제3체육관,대중공연,인형발레 백조의 호수,2017-01-02,2017-02-12,,34364,
우리금융아트홀,제3체육관,대중공연,인형발레 백조의 호수,2017-01-02,2017-02-12,,34364,
우리금융아트홀,제3체육관,문화예술행사,인형발레 백조의 호수,2017-01-02,2017-02-12,,34364,
우리금융아트홀,제3체육관,대중공연,인형발레 백조의 호수,2017-01-02,2017-02-12,,15620,
K-아트홀,K-아트홀,대중공연,APRIL 쇼케이스,2017-01-03,2017-01-04,2,300,510
올림픽홀,올림픽홀,대중공연,투도어시네마클럽 첫 단독 내한공연,2017-01-06,2017-01-07,2,3400,
핸드볼경기장,핸드볼경기장,체육행사,ROAD FC 037 & ROAD FC Young Guns33,2017-01-06,2017-01-08,3,2500,
올림픽홀,올림픽홀,대중공연,Love & Joy 2017,2017-01-13,2017-01-15,3,3000,
K-아트홀,K-아트홀,대중공연,2017 몬스타엑스 팬미팅,2017-01-15,2017-01-15,1,300,318
